dog_law_eco_council_option;Economic;Économic;;;;;;;;;;;;x
dog_law_eco_council_desc;Allow to a councillor to increaser its liege revenue;Permet à un conseiller d'augmenter les revenus de son seigneur;;;;;;;;;;;;x
dog_law_pol_council;Political councillor;Conseiller politique;;;;;;;;;;;;x
dog_law_pol_council_option;Politic;Politique;;;;;;;;;;;;x
dog_law_pol_council_desc;Allow a councillor to increase its co-vassal opinion of its liege;Permet au conseiller d'augmenter l'opinion des vassaux de son seigneur envers lui;;;;;;;;;;;;x
dog_law_eve_council;Noble's Representative;Représentant des noble;;;;;;;;;;;;x
dog_law_eve_council_option;Noble;Noble;;;;;;;;;;;;x
dog_law_eve_council_desc;Allow a councillor to prevent local noble to force implication change of their liege;Permet au conseiller d'empêcher des nobles locaux de forcer le changement d'implication de son seigneur liege;;;;;;;;;;;;x
dog_law_res_council;Implication councillor;Conseiller d'implication;;;;;;;;;;;;x
dog_law_res_council_option;Implication;Implication;;;;;;;;;;;;x
dog_law_res_council_desc;Allow a councillor to remove the 2 implication restriction maximum of their liege;Permet au conseiller de retiré la restriction des 2 implications au grand maximum de son seigneur liege;;;;;;;;;;;;x


##laws tooltip
ALL_BUREAUCRATIC_VASSAL_UNACCEPTED;All panda bureaucratic vassal now count as vassal;Tous les vassaux bureaucratiques pandas comptent en tant que vassal;;;;;;;;;;;;x
PANDA_TT_ALL_BUREAUCRATIC_COUNT_ACCEPTED;Only panda duke and king vassal count as vassal;Seulement les ducs et les rois pandas comptent en tant que vassaux;;;;;;;;;;;;x
PANDA_TT_ALL_BUREAUCRATIC_VASSAL_ACCEPTED;No panda bureaucratic vassals count in vassal limit;Aucun vassal bureaucratique panda ne compte dans la limite de vassaux;;;;;;;;;;;;x
PANDA_UNLOCK_INSTABILITY_FACTION;Vassals can create or join instability faction;Les vassaux peuvent créer ou rejoindre les factions d'instabilité;;;;;;;;;;;;x
PANDA_INSTABILITY_FACT_TRIGGER;Did not recently loose autority from instability faction;N'a pas récemment perdu de l'autorité dû à la faction d'instabilité;;;;;;;;;;;;x
PANDA_INDEPENDENCE_ELVOLVED;Independences factions now lower vassal acceptance law;Les factions d'indépendance réduisent maintenant le niveau de la loi d'acceptation de vassaux;;;;;;;;;;;;x

dog_tt_unity_recent_change;Did not recently change an unity law;N'a pas récemment changé de loi d'unité;;;;;;;;;;;;x
dog_tt_allow_county_conversion;Allow the cultural conversion on counties;Permet la conversion culturel des comtés;;;;;;;;;;;;x
dog_tt_allow_character_conversion;Allow character transformation into dogs;Permet de transformer des humains en chiens;;;;;;;;;;;;x
dog_tt_price_cost_conv_reduction;Remove the prestige or wildness cost to unite the country;Retire le coût de prestige ou de sauvegerie pour unifier le domaine;;;;;;;;;;;;x
dog_tt_cant_have_4_implication;Do not have §Y4§! or more implication in governance;Ne peut pas avoir §Y4§! ou plus d'implication;;;;;;;;;;;;x
dog_tt_canot_be_implicated_inall_law;Can't be implicated in more than §Y2§! interest;Ne peut pas être impliqué dans plus de §Y2§! intérêts;;;;;;;;;;;;x
